code,species,Imipenem,Gentamicin,Oxacillin,Fusidic acid,Tetracycline,Rifampicin,Amoxicillin-Clavulanic acid,Cefazolin,Meropenem,Ciprofloxacin,Levofloxacin,Teicoplanin,Norfloxacin,Cotrimoxazole,Tobramycin,Ampicillin-Amoxicillin,Ceftriaxone,Ceftazidime,Clindamycin,Penicillin,Cefuroxime,Cefpodoxime,Fosfomycin-Trometamol,Colistin,Erythromycin,Cefepime,Piperacillin-Tazobactam
ad013e5d-3854-4d9e-bd43-087c79dc52c6_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3d2cfd9-53b2-4c9b-b397-09bbf8bf7186_MALDI1,Clostridium perfringens,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b296b9b-9aa4-48bd-887f-c5c05b9a5184_MALDI1,Candida glabrata,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5e445eb-1d8c-44fb-b9df-ebc21cae1ac6_MALDI1,Staphylococcus epidermidis,R,"R(1), S(1)",R,R,R,"R(1), S(1)",R,R,R,R,-,-,-,"R(1), S(1)",-,R,R,-,R,R,R,-,-,-,R,R,R
f11dd0f8-0b17-4e90-ac70-ab46ad757f59_MALDI1,MIX!Staphylococcus epidermidis,R,S,R,S,S,S,R,R,R,R,-,-,-,S,-,R,R,-,R,R,R,-,-,-,R,R,R
d5339b94-6cec-42e8-a778-b53879b1a7a0_MALDI1,Candida tropicalis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
502ddcf5-1dc8-442d-aaa1-b2500f21ff8c_MALDI1,Staphylococcus epidermidis,R,S,R,S,S,S,R,R,R,R,-,-,-,S,-,R,R,-,R,R,R,-,-,-,R,R,R
a2cd03a3-6969-4252-aea1-b5ca2cc535a2_MALDI1,MIX!Staphylococcus epidermidis,R,S,R,S,S,S,R,R,R,R,-,-,-,S,-,R,R,-,R,R,R,-,-,-,R,R,R
e005ce25-bbfa-4e32-81f7-296c56d00065_MALDI1,Candida tropicalis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0b78b875-8cba-4d2b-b1af-b5b8c2e3edc8_MALDI1,Enterococcus faecium,R,-,-,-,-,-,-,-,-,-,R,S,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-
94c0fefc-59c3-49f9-bf06-22ab567236a3_MALDI1,Staphylococcus capitis,S,S,S,S,S,S,S,S,S,S,-,S,-,S,-,R,S,-,S,R,S,-,-,-,S,S,S
c15ccb73-6b9c-4733-95f2-10e35c40361a_MALDI1,Staphylococcus epidermidis,R,S,R,S,S,S,R,R,R,R,-,-,-,S,-,R,R,-,R,R,R,-,-,-,R,R,R
84e7f01d-c210-4c22-b768-b24897e0fc40_MALDI1,Lactobacillus rhamnosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fd6201f-e304-4517-a1ab-3b0d0f335c81_MALDI1,Streptococcus dysgalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
446126e8-bd22-47d2-9e5d-afe991859e93_MALDI1,Staphylococcus epidermidis,R,S,R,S,S,S,R,R,R,R,-,-,-,S,-,R,R,-,R,R,R,-,-,-,R,R,R
4ec27ec7-9b2d-45ae-acb7-d91e16828537_MALDI1,Lactobacillus rhamnosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
051333ba-91b2-459a-91c4-9307f1bec644_MALDI1,MIX!Enterococcus faecium,R,-,-,-,-,-,-,-,-,-,R,S,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-
d8eda8b4-3efd-4ce3-92a1-e2edeb7e0082_MALDI1,Staphylococcus hominis,,,,,,,,,,,,,,,,,,,,,,,,,,,
287da3e6-0528-47f5-978d-ddcb920dc3a8_MALDI1,Staphylococcus epidermidis,R,"R(1), S(1)",R,R,R,"R(1), S(1)",R,R,R,R,-,-,-,"R(1), S(1)",-,R,R,-,R,R,R,-,-,-,R,R,R
c9d072b2-067e-4eee-840a-2332433f1f62_MALDI1,Candida tropicalis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
e9ba3e5b-fd51-4109-b3bc-c21596924ba7_MALDI1,Pseudomonas aeruginosa,S,-,-,-,-,-,-,-,S,R,R,-,-,-,S,-,-,S,-,-,-,-,-,S,-,S,S
2faf397a-bc89-491d-9b9c-8c822f744214_MALDI1,Streptococcus dysgalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059b758-0ab2-4356-84ee-b55e546e76cf_MALDI1,Staphylococcus epidermidis,R,S,R,S,S,S,R,R,R,R,-,-,-,S,-,R,R,-,R,R,R,-,-,-,R,R,R
d5124df2-0f95-4dd5-897f-a7d5b8ddbd67_MALDI1,Staphylococcus epidermidis,R,S,R,S,R,S,R,R,R,S,-,-,-,S,-,R,R,-,R,R,R,-,-,-,S,R,R
65be3ffc-3042-4457-8b3c-40db9a777dc1_MALDI1,Staphylococcus aureus,S,S,S,S,S,S,S,S,S,R,-,S,-,S,-,S,S,-,S,S,S,-,-,-,S,S,S
d432bfc6-92ba-41a4-b4be-dc015dd2e050_MALDI1,Enterobacter cloacae,S,-,-,-,-,-,R,-,S,R,R,-,R,R,S,R,R,R,-,-,-,R,R,S,-,I,R
0782a730-1852-405d-9235-803e6acde712_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,I,I,-,I,R,S,R,S,S,-,-,-,S,S,S,-,S,S
eef20429-47ce-4000-9155-35a84c3d106e_MALDI1,Enterobacter cloacae,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,R,S,S,-,S,S
c14ef9e8-bce5-4745-a869-18e8a87a93b1_MALDI1,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,
be8c1094-6bba-4026-a9b6-0fba6fc94200_MALDI1,Enterobacter cloacae,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,R,S,S,-,S,S
7188b6f3-4f40-4f8a-8419-7de12f2ca66e_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
121ef229-0b46-4f4a-93fc-22d01eaec5ac_MALDI1,Pseudomonas aeruginosa,S,-,-,-,-,-,-,-,S,S,S,-,-,-,S,-,-,S,-,-,-,-,-,S,-,S,S
da9582eb-c240-41e6-82c0-a576db3fa93e_MALDI1,Streptococcus anginosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
12c43e50-4b3f-4ceb-8a93-3b75651c7d63_MALDI1,MIX!Actinotignum schaalii,,,,,,,,,,,,,,,,,,,,,,,,,,,
404f99db-0660-4ee6-b61e-65f6711e8da4_MALDI1,Escherichia coli,S,-,-,-,-,-,R,-,S,R,R,-,R,"R(1), S(1)",S,R,R,S,-,-,-,R,S,S,-,I,R
08938f9c-6c3f-42f3-8ec7-f7a63bf296c3_MALDI1,Corynebacterium amycolatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b335cde-baf2-4412-8442-ddc2a4f8e3a9_MALDI1,Enterobacter ludwigii,,,,,,,,,,,,,,,,,,,,,,,,,,,
987ff711-457d-4815-a210-57882d15afe3_MALDI1,Escherichia coli,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,S,S,S,-,-,-,S,S,S,-,S,S
1ca25f8d-adef-4be9-abe4-bc18a89809ab_MALDI1,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,
3fe3c3eb-abad-4228-8512-e9a54f71ae52_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
6cbb1949-0a43-4196-bb5e-a294bf6d2de6_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc239ee2-1f8f-4803-8696-56f612d551c1_MALDI1,Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
13b20d83-7a12-4c5f-9ca2-b31deaccc2e3_MALDI1,Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
3df4ab85-a9e5-47c2-80d8-c809ea0e2bf4_MALDI1,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fb8ad55-06fb-441f-9c78-36f02bab3f15_MALDI1,Enterobacter cloacae,S,-,-,-,-,-,R,-,S,R,R,-,R,R,S,R,R,R,-,-,-,R,R,S,-,I,R
1b1d8b83-7d2d-46b4-9c28-18891e394570_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b640992-058f-46e9-b0a3-6bbe2d63fc4a_MALDI1,Escherichia coli,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,S,S,S,-,-,-,S,S,S,-,S,S
8ab4bd89-96ea-4d25-82be-eafddf6bdd70_MALDI1,Lactobacillus jensenii,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ae937b3-9b1d-4afc-aec3-792116f7a063_MALDI1,Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
a074bc75-ac71-4807-9794-f53753b5b183_MALDI1,MIX!Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
d21bde62-7737-4e5b-9cc8-1cfbb6ea9294_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351d28f-b3cd-4645-a7d8-4c44fca02bda_MALDI1,Escherichia coli,S,-,-,-,-,-,R,-,S,R,R,-,R,"R(1), S(1)",S,R,R,S,-,-,-,R,S,S,-,I,R
0193d4d8-d121-48ab-8036-f8faef1582d8_MALDI1,Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5d8e975-59c0-4573-8517-4f967a3f3e2a_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc685bc4-b1e6-4c9a-a32e-67f5ee1a3d63_MALDI1,Propionibacterium avidum,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b286b85-17db-48a5-b406-9105a7f4964a_MALDI1,Propionibacterium avidum,,,,,,,,,,,,,,,,,,,,,,,,,,,
62dfca70-9ffa-4b87-af5c-46c5d151acc7_MALDI1,Proteus mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,
fae175f5-9b93-4388-b149-e6aca9004713_MALDI1,MIX!Pediococcus acidilactici,,,,,,,,,,,,,,,,,,,,,,,,,,,
b302bbe6-cd4e-496f-8753-aba1e6bd69a9_MALDI1,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,
506a91b0-1f1e-441b-827f-b1871c085746_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345033-dafb-4fba-8a3e-5a6d2331e3ff_MALDI1,Streptococcus oralis,,,,,,,,,,,,,,,,,,,,,,,,,,,
fffd3afa-b680-4a96-bf19-e9cd2231cd72_MALDI1,Acinetobacter ursingii,,,,,,,,,,,,,,,,,,,,,,,,,,,
a508a576-fe48-48fe-866c-c11b89364b47_MALDI1,Acinetobacter johnsonii,,,,,,,,,,,,,,,,,,,,,,,,,,,
94f89370-46d5-47aa-9116-6f4708cbb489_MALDI1,Enterococcus faecalis,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-
d9403fb5-7864-4d80-b1c4-a74470829621_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a32103b-f7cf-4e9a-a9a8-c006f9ecb408_MALDI1,Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
88bb52f3-f55f-4bc7-886d-be785dd3b4e8_MALDI1,MIX!Acinetobacter johnsonii,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4cecec7-2e70-4c5c-aff2-c5c95944e21b_MALDI1,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,
f12dc30f-6ee7-4f2c-ad47-d5811930c51e_MALDI1,Acinetobacter pittii,,,,,,,,,,,,,,,,,,,,,,,,,,,
99a46ea9-880c-4232-bef8-0b84ea4c0324_MALDI1,Streptococcus parasanguinis,,,,,,,,,,,,,,,,,,,,,,,,,,,
a70787e0-422b-48d9-95fa-fe6ae33e7dfc_MALDI1,Proteus vulgaris,I,-,-,-,-,-,S,-,S,S,S,-,-,R,S,R,S,S,-,-,-,-,-,R,-,S,S
9cd2eedd-9d7d-4b85-a0fd-aebaf1dde87b_MALDI1,Enterococcus gallinarum,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,I,-,-,-,-,-,-,-,-,-,-,-
aa096b2f-a0e4-49ff-8c98-552e5d1d9f67_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
deaa317f-b056-42fa-bd6c-e52a7dd58a7c_MALDI1,Acinetobacter pittii,,,,,,,,,,,,,,,,,,,,,,,,,,,
f065fa29-3ef3-4fc6-9916-bc4c2968a708_MALDI1,Raoultella planticola,,,,,,,,,,,,,,,,,,,,,,,,,,,
e72da818-10e2-454e-b640-5e0c1721242a_MALDI1,Staphylococcus haemolyticus,R,R,R,S,R,R,R,R,R,R,-,R,-,R,-,R,R,-,S,R,R,-,-,-,R,R,R
00a51d49-3de9-4d09-a0dd-3f16844d09a4_MALDI1,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,
48991bb6-92c1-418c-9767-29c7dd8983ad_MALDI1,Staphylococcus epidermidis,R,R,R,R,R,S,R,R,R,S,-,-,-,S,-,R,R,-,S,R,R,-,-,-,S,R,R
afeab951-0d71-4fa2-8ff2-79beba794500_MALDI1,Staphylococcus pasteuri,S,S,S,R,S,S,S,S,S,S,-,S,-,S,-,R,S,-,S,R,S,-,-,-,S,S,S
f3075c1d-ab90-4311-9db0-cf560a9cf9a6_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
929d5df2-c620-4269-9509-1f306298b2e9_MALDI1,Staphylococcus haemolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce6690e1-7c1f-4163-99f9-b2a0ce6ba6db_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
65920966-467e-481d-a213-0ce0e7e769d5_MALDI1,Enterobacter cloacae,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
80be0502-1359-487c-baf7-36b67899de3e_MALDI1,Stenotrophomonas maltophilia,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-
9f17b710-ef17-4885-bdb0-581350dbbe9b_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
aa2cc413-d5e1-45a1-867f-4dc0af1621a1_MALDI1,Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1d9e6ea-4ec5-4ed6-babd-82a98122f0c8_MALDI1,Serratia marcescens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793cbe6-6e55-4235-a6d1-0bf76a06dabc_MALDI1,Hafnia alvei,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,S,"I(1), S(1)",-,-,-,-,-,R,-,S,R
5a107301-009c-4561-8829-52531be5bd3a_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
d2c98056-5049-49c5-8447-5c6fb7e1cbf8_MALDI1,Neisseria subflava,,,,,,,,,,,,,,,,,,,,,,,,,,,
b48688cd-f980-4de3-ac46-98c3960d7e1f_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
7b7967ce-80ca-45fa-bf2e-d78d0d8f5509_MALDI1,Haemophilus parahaemolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea7cf3c1-683c-45ce-89ea-f6636dda0448_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
f5f346b8-4651-40d3-9e5d-13518da4fb6f_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4d16b23-ef6e-4953-becc-241c0d8a7fff_MALDI1,Enterobacter cloacae,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
abff3623-98c3-4407-b91c-5c38a3f598c5_MALDI1,Enterobacter cloacae,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
e2cce5e2-6c4e-470e-bffa-2d41e4a3fe8e_MALDI1,Serratia marcescens,,,,,,,,,,,,,,,,,,,,,,,,,,,
124920f0-d441-47e9-a4f2-d9c5ad3d7430_MALDI1,Enterobacter cloacae,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
6ab75109-0c53-4ebd-8a87-428206c5c056_MALDI1,Haemophilus parahaemolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
702719ff-2497-4a3a-8ec2-791ac94e2943_MALDI1,MIX!Enterobacter cloacae,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
545f0de0-0f39-4df1-9219-371dbd43a530_MALDI1,Neisseria subflava,,,,,,,,,,,,,,,,,,,,,,,,,,,
8da69a52-13e8-459c-bca0-f0148b0c006b_MALDI1,Hafnia alvei,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,S,"I(1), S(1)",-,-,-,-,-,R,-,S,R
9dfa196c-eef9-4a72-900d-e98b0d01a70f_MALDI1,Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
a795be51-55e1-4035-ab88-8c3cb21ee8c1_MALDI1,Acinetobacter lwoffii,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,S,-,-,-,-,-,-,-,S,S
1af2699b-f184-4a5c-bdd4-2319f2322753_MALDI1,Acinetobacter lwoffii,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,S,-,-,-,-,-,-,-,S,S
570c4579-38b9-46e5-85e7-588c851d62d8_MALDI1,Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
34adb04e-82f7-4b13-9b55-8557a2685593_MALDI1,Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
d020d7a7-0d5a-42f5-9829-d698f8e28626_MALDI1,Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
68c4a0a2-5840-4f35-b8a6-b1eaf5a823f0_MALDI1,Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b677a1d-fda5-4098-96c3-a8794e2be060_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
46aefc37-f6ae-4148-a426-ed4c1b6799df_MALDI1,Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
d54a7a34-332b-48b8-94a2-bd24091d13e1_MALDI1,Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e2cf2bc-40d6-4cc1-99bd-e6839ed98ff7_MALDI1,Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f28ca3b-9aa5-4bdb-b505-49128dd7b58a_MALDI1,Staphylococcus aureus,S,S,S,S,S,S,S,S,S,S,-,S,-,S,-,S,S,-,S,S,S,-,-,-,S,S,S
47e36b55-242a-4eef-91ae-c3a63bf1beb5_MALDI1,Pseudomonas aeruginosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
340357d6-b558-425d-abf5-3372b37aa8ce_MALDI1,Staphylococcus epidermidis,S,R,S,S,S,S,S,S,S,S,-,-,-,S,-,R,S,-,S,R,S,-,-,-,R,S,S
155f5de5-4cc5-47ae-b26d-0ed11a5a3888_MALDI1,Staphylococcus hominis,,,,,,,,,,,,,,,,,,,,,,,,,,,
40486c4e-c3f1-4a4a-995f-5427cde94c2b_MALDI1,Staphylococcus epidermidis,R,R,R,R,R,S,R,R,R,R,-,-,-,R,-,R,R,-,R,R,R,-,-,-,S,R,R
02f772fb-f293-40e9-899d-6123760b45d0_MALDI1,Staphylococcus aureus,S,S,S,S,S,S,S,S,S,S,-,S,-,S,-,S,S,-,S,S,S,-,-,-,S,S,S
6802c891-e180-4718-aaf8-8637fba6f60a_MALDI1,Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d19258-cbf2-4a23-a8d1-722794628338_MALDI1,Staphylococcus epidermidis,R,R,R,R,R,S,R,R,R,R,-,-,-,R,-,R,R,-,R,R,R,-,-,-,R,R,R
d9309a96-0714-4cb4-8f36-2393c85d628c_MALDI1,Staphylococcus hominis,S,S,S,S,S,S,S,S,S,S,-,-,-,S,-,R,S,-,S,R,S,-,-,-,R,S,S
d3efb0cc-19bf-4f4f-94bc-fcfcde76079a_MALDI1,Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
a623c575-ef7f-4584-b156-598d843bf21e_MALDI1,Streptococcus salivarius_ssp_thermophilus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-
08f79129-766c-44bb-a78e-d61813cff74f_MALDI1,Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
e72b8acb-21d1-4e36-9126-711bd315d791_MALDI1,Candida tropicalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
09b2ac3a-cbc0-43cc-b501-849131947c01_MALDI1,Staphylococcus epidermidis,S,S,S,S,"R(1), S(1)",S,S,S,S,R,-,-,-,R,-,R,S,-,R,R,S,-,-,-,R,S,S
e0a44d5f-e758-43c2-9e16-c41363e8d64a_MALDI1,Bifidobacterium breve,,,,,,,,,,,,,,,,,,,,,,,,,,,
881e522d-7e50-40e2-8589-e91596559e7f_MALDI1,Staphylococcus saprophyticus,S,S,S,R,S,S,S,S,S,S,-,S,-,S,-,R,S,-,S,R,S,-,-,-,R,S,S
a1e88644-0b94-4cfa-ada4-075b97b110bf_MALDI1,Proteus mirabilis,I,-,-,-,-,-,S,-,S,S,S,-,S,S,S,S,S,S,-,-,-,S,S,R,-,S,S
52494859-ce27-4197-9340-e2f288899712_MALDI1,Lactobacillus jensenii,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3eef228-5e30-40cd-8684-e39ea8cfb1be_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
c3bb93b6-72f0-4ffc-9285-ce903a79b8d7_MALDI1,Lactobacillus jensenii,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2e43cb7-11c5-4139-b700-22c5290d0d31_MALDI1,Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea518bf3-acc7-4071-8b01-4b76c93d4a05_MALDI1,Proteus mirabilis,I,-,-,-,-,-,S,-,S,S,S,-,S,S,S,S,S,S,-,-,-,S,S,R,-,S,S
294cd62a-88bc-4d5b-a847-0330945b9322_MALDI1,Streptococcus anginosus,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,S,-,R,-,-,-,-,-,-,-,-
facb1708-c345-4ae0-9fe5-e684023fc0aa_MALDI1,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655aafb-983a-4aa8-a49b-c4d0a628299a_MALDI1,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,
40c17320-d23b-4c7e-958d-2ce66c3160da_MALDI1,Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1ef3cd7-b31f-4c31-a4f6-eb38323513b8_MALDI1,Klebsiella variicola,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,R,S,-,S,S
3b7357e2-47be-42ff-9572-8cfb2ecec81d_MALDI1,Enterococcus faecium,R,-,-,-,-,-,-,-,-,-,R,S,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-
7964e9c0-ce04-4977-b832-599043d03ebd_MALDI1,Enterococcus faecalis,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-
21486ad7-74e1-42ce-bc6b-f8a1e3829098_MALDI1,Klebsiella oxytoca,,,,,,,,,,,,,,,,,,,,,,,,,,,
d36e3f05-91e2-4a29-9160-3f7a5f5d18bb_MALDI1,Staphylococcus saprophyticus,S,S,S,R,S,S,S,S,S,S,-,S,-,S,-,R,S,-,S,R,S,-,-,-,R,S,S
9b934536-a7f0-4281-8430-d0af9290abb3_MALDI1,MIX!Pseudomonas aeruginosa,S,-,-,-,-,-,-,-,S,S,S,-,-,-,S,-,-,S,-,-,-,-,-,-,-,S,S
3a4728f3-97b2-4f25-85c7-1fef78b8e624_MALDI1,Klebsiella oxytoca,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
f9faae05-1e32-4f41-83aa-790e98a311c4_MALDI1,Morganella morganii,I,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,R,R,R,-,S,S
5cdcf468-db56-403b-a782-60a912f0ac32_MALDI1,Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd4ec0b8-6f69-4ae5-890f-d99b487a11f9_MALDI1,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7138684-a1c6-4a49-982c-2015126c9d35_MALDI1,Klebsiella oxytoca,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea76f675-a988-429e-9c4b-aebef44a2425_MALDI1,Escherichia coli,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,S,S,S,-,-,-,S,S,S,-,S,S
f7002163-8045-4ffc-9e8b-669d332d7ae5_MALDI1,Streptococcus dysgalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b79d5d8-adb9-4fcc-aca3-f8bddf8a074e_MALDI1,Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb46a840-e47a-492d-a316-2a8a4006e0fa_MALDI1,Lactobacillus iners,,,,,,,,,,,,,,,,,,,,,,,,,,,
415cb042-3adc-476a-8426-3d02046ed615_MALDI1,Lactobacillus iners,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3278a33-ef6f-4b69-ab19-deaa2410aed1_MALDI1,Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b7814cc-7ea9-4e10-a355-3fd2b9233c8c_MALDI1,Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
11b74f7c-1b5b-4401-80c3-e6e8aeede83d_MALDI1,Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
f687c4c1-babe-4119-8ede-e336761ea62f_MALDI1,Streptococcus oralis,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce6c52f4-eeb7-4ab0-a23f-7ca70550b295_MALDI1,Streptococcus oralis,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfbf1041-c793-4a57-a38a-f1f1eb779045_MALDI1,Lactobacillus crispatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
95d515e9-d041-4f36-8cc2-0b9f5912eb52_MALDI1,Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
57b46071-5e92-4c99-a178-7dfb85af75a7_MALDI1,MIX!Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
